Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Kuo L.-J., Louchouarn P., Herbert B.E.","44161198700;57203303374;7007123830;","Fate of CuO-derived lignin oxidation products during plant combustion: Application to the evaluation of char input to soil organic matter",2008,"Organic Geochemistry","39","11",,"1522","1536",,32,"10.1016/j.orggeochem.2008.07.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249107527&doi=10.1016%2fj.orggeochem.2008.07.011&partnerID=40&md5=0389f04914bd891862de0b2d2d7125df","Three suites of synthetic chars, produced from honey mesquite, cordgrass and loblolly pine under controlled combustion conditions, served as model materials for diverse natural chars originating from combustion of angiosperm/gymnosperm and woody/non-woody plants. The lignin oxidation products (LOPs), quantified using the alkaline cupric oxide (CuO) oxidation method, were used to study the impact of combustion on lignins and their commonly used parameters. Our results show that combustion can greatly decrease the yield of the eight major lignin phenols (vanillyl, syringyl and cinnamyl phenols) with no lignin phenols detected in any synthetic char produced at ≥ 400 °C. With increasing combustion temperature, the value of the syringyl/vanillyl phenols ratio (S/V) of angiosperm char initially increased but then declined dramatically when the temperature reached 200-250 °C. The pattern of change may relate to the thermal alteration of the plant cell ultrastructure. The cinnamyl/vanillyl phenols ratio value (C/V) of a non-woody plant, cordgrass, also showed a similar two-stage change with increasing combustion temperature. Combustion duration also caused a similar effect on the yield and signatures of lignin phenols, showing that the combustion severity (temperature and/or duration) has great influence on LOP yield and signature. The acid/aldehyde ratio of vanillyl phenols [(Ad/Al)v] and syringyl phenols [(Ad/Al)s] increased with increasing combustion temperature and duration and reached a maximum value at 300-350 °C, regardless of plant species. The highly elevated acid/aldehyde ratio value reached in some cases exceeded the reported values of humic and fulvic acids extracted from soils and sediments. Furthermore, the ratio of 3,5-dihydroxybenzoic acid to vanillyl phenols (3,5Bd/V), a soil humification indicator, increased significantly during combustion at 250-350 °C in char samples from all the plant species. Our results imply that changes in LOP signatures in chars can serve as potential indicators of their formation temperature. Simulations using a two end member mixing model showed that different char samples, with different degrees of lignin alteration, could have a substantial effect on the biomarker signatures of soil organic matter (SOM). The shifts in lignin signatures in SOM vary widely, depending on the SOM characteristics (e.g. soil litter vs. mineral soil) and the proportion of char in the mixture. Overall, the input of high temperature char tends to dilute the lignin signal in SOM and may lead to underestimation of vascular plant OM input to environmental matrices. Our observations demonstrate that, in addition to photochemical degradation, thermal alteration is an important abiotic lignin degradation process. © 2008 Elsevier Ltd. All rights reserved.",,"Combustion conditions; Combustion duration; Combustion temperatures; Cupric oxide; Lignin oxidation; Model materials; Plant cells; Soil organic matter; Two stages; Woody plants; Chemical oxygen demand; Coal; Combustion; Copper oxides; Geologic models; Lignin; Organic compounds; Oxidation; Smoke; Thermochemistry; Phenols; angiosperm; combustion; coniferous tree; environmental fate; grass; lignin; oxidation; phenol; photochemistry; photodegradation; soil organic matter; Chemical Oxygen Demand; Coal; Combustion; Copper Compounds; Lignins; Oxidation; Phenols; Smoke; Thermochemistry; Magnoliophyta; Pinus taeda; Prosopis glandulosa; Spartina; Tracheophyta",,"We thank the support of Dr. T. Wade. We also thank B. Jones, S. Sweet, L. McDonald, R. Lehman and C. Powell for technical assistance. Analytical support was provided by the Geochemical Environmental Research Group (GERG), Dr. T. Bianchi and Dr. A. Kronenberg. We acknowledge the reviews from two anonymous reviewers whose comments greatly helped improve the manuscript.",Article,"Final",,Scopus,2-s2.0-53249107527
"Kleber M., Rößner J., Chenu C., Glaser B., Knicker H., Jahn R.","57203196175;6701473266;7005530394;7103024868;7004410125;7102002086;","Prehistoric alteration of soil properties in a Central German chernozemic soil: In search of pedologic indicators for prehistoric activity",2003,"Soil Science","168","4",,"292","306",,32,"10.1097/00010694-200304000-00006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242584431&doi=10.1097%2f00010694-200304000-00006&partnerID=40&md5=2a29c134f5f8bd0e88c722c0fcd1e21c","There is no consistent theory that explains the patchy distribution of chernozemic soils in Central Germany. Mounting evidence suggests that prehistoric human activities may have interfered with natural pedogenesis on a large scale. Therefore, we undertook to identify parameters that would enable researchers to infer a human interference with pedogenesis. We selected a soil with a known history of prehistoric influence (Seeben), later referred to as ancient soil, and a reference soil (Zöberitz) with properties representative of the chernozemic soils in the vicinity. We did a survey of parameters that are commonly used to characterize pedogenetic dynamics and combined this with an investigation of organic matter properties. We found that prehistoric land use has predominantly modified the properties of the subsoil, rendering it unlikely that such modifications are the result of either (i) contemporary agricultural management or (ii) natural input dynamics via root systems or bioturbation. Soil color was darker, bulk density higher, and C/N ratio wider in the ancient soil. The mineral matrix was uniform down to a depth of 95 cm in the ancient soil, whereas a B-horizon with a corresponding change in clay mineral assemblage was developed in the reference soil. Compared with the reference soil, the carbon stock was elevated by a factor of 2.5 in the ancient soil, with more carbon associated with the clay fraction. We identified large contributions of charred organic matter in the ancient soil by two independent methods (Benzene polycarboxylic acid BPCA; Transmission electron microscopy, TEM), and confirmed by means of solid-state cross-polarization/magic angle spinning/nuclear magnetic resonance (13C-CP-MAS-NMR) spectroscopy that organic matter aromaticity was higher in the ancient soil. We suggest that any simultaneous occurrence of several of the observations listed above should be regarded as a strong indication for human interference with soil genesis.","Benzenecarboxylic acids; Charred organic carbon; Pedogenesis; Prehistoric land use; Solid state 13C CPMAS NMR spectroscopy; Transmission electron microscopy; X-ray diffraction","anthropogenic effect; Chernozem; land use; pedogenesis; prehistoric; soil carbon; Germany",,,Article,"Final",,Scopus,2-s2.0-0242584431
"Myers-Pigg A.N., Louchouarn P., Amon R.M.W., Prokushkin A., Pierce K., Rubtsov A.","56518225100;57203303374;7004551298;6505580906;56517735900;54888718800;","Labile pyrogenic dissolved organic carbon in major Siberian Arctic rivers: Implications for wildfire-stream metabolic linkages",2015,"Geophysical Research Letters","42","2",,"377","385",,29,"10.1002/2014GL062762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923544835&doi=10.1002%2f2014GL062762&partnerID=40&md5=3577e7b394192fa66ead0555b8715bb6","Biomass burning produces a spectrum of thermally altered materials that releases pyrogenic carbon (PyC) to terrestrial, atmospheric, and aquatic systems. Most studies focus on the refractory end of the PyC spectrum, derived from middle- to high-temperature combustion. Low-temperature PyC is produced during wildfires and has been found to be particularly labile and water soluble. Here we find that in each of the major Siberian watersheds, low-temperature fire-derived biomarkers are present in detectable concentrations during all flow regimes of the 2004-2006 sampling period, confirming that PyC is an intrinsic component of the dissolved organic carbon (DOC) pool mobilized by hydrologic events. Gymnosperm combustion, from the southern portions of these watersheds, is the primary source of this Py-DOC input. Using first-order degradation rates and transit times of water through these rivers, about half of the total estimated flux of this material may be remineralized during transport from fire source to river mouth (20-40-days), demonstrating the input of a labile source of PyC to these watersheds. © 2015. American Geophysical Union. All Rights Reserved.","Arctic rivers; carbon cycling; DOC; pyrogenic carbon","Carbon; Combustion; Degradation; Fires; Organic carbon; Stream flow; Temperature; Watersheds; Arctic rivers; Carbon cycling; Dissolved organic carbon; DOC; First-order degradation rates; High-temperature combustion; Hydrologic events; Low temperatures; Rivers; anthropogenic effect; biomarker; biomass burning; combustion; concentration (composition); dissolved organic carbon; metabolism; water quality; watershed; wildfire; Siberia; Gymnospermae","National Science Foundation, NSF: ARC-0425582

National Science Foundation, NSF: ARC-0713991

National Science Foundation, NSF: OPP-0229302",,Article,"Final",Open Access,Scopus,2-s2.0-84923544835
"Knicker H., Hilscher A., de la Rosa J.M., González-Pérez J.A., González-Vila F.J.","7004410125;24337968300;36536825600;8588951200;7006748993;","Modification of biomarkers in pyrogenic organic matter during the initial phase of charcoal biodegradation in soils",2013,"Geoderma","197-198",,,"43","50",,29,"10.1016/j.geoderma.2012.12.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872787825&doi=10.1016%2fj.geoderma.2012.12.021&partnerID=40&md5=9eca640a3a2dbfba5edce3bc51a7cae5","The biochemical stability of typical biomarkers from the free lipid extract of different plant chars during biotic degradation was examined using pyrogenic organic matter (PyOM) derived from rye grass (Lolium perenne; Gr) and pine wood (Pinus sylvestris; P) heated at 350°C for 1 (1M) and 4min (4M) under oxic conditions. The composition of the n-alkanes and n-fatty acids (FA) as well as the contents of the molecular markers levoglucosan and vanillin were determined and related to charring intensity and stability to microbial reworking. Our results confirmed that charring of plant residues results in typical thermal breakdown processes of n-alkanes and FA. Prolonged charring reduced the average chain length of n-alkanes by up to four carbons and shifted the characteristic odd/even predominance of fresh plants towards a balanced odd/even distribution. The unsaturated FA fraction was more prone to heat degradation than the saturated counterparts. Especially, linoleic acid (C18:2) and α-linolenic acid (C18:3) were depleted in the severely charred grass, whereas oleic acid (C18:1) was still present. Levoglucosan was detectable in all PyOMs, but the pine wood charred for 1min (P1M) contained the largest amount. Progressive heating resulted in a strong depletion of levoglucosan for both plant materials. The pine char showed a relative accumulation of vanillin, supporting that some lignin-derived structures can survive charring. Microbial decomposition of the chars within a soil matrix for seven weeks demonstrates that during initial PyOM biodegradation, n-alkanes and FA series are rapidly modified by microbial reworking and biosynthesis. After the incubation, the pine chars were enriched in octadecane (C18) and homologues in the range from C22 to C26. The n-alkanes and FA of the grass chars were more severely affected than those of the pine chars. Levoglucosan was efficiently decomposed, indicating that care has to be taken if these compounds are used as char tracer in soils, since their instability against biodegradation may hamper the identification of charcoal residues. © 2012 Elsevier B.V.","Black carbon degradation; Levoglucosan; Lipids; Plant chars; Rye grass; Scots pine","Black carbon; Levoglucosan; Plant chars; Rye grass; Scots pine; Biogeochemistry; Biological materials; Charcoal; Forestry; Linoleic acid; Lipids; Microbiology; Oleic acid; Organic compounds; Paraffins; Plants (botany); Soils; Biodegradation; biochemistry; biodegradation; biomarker; black carbon; charcoal; coniferous tree; decomposition; grass; microbial activity; organic compound; oxic conditions; reworking; soil organic matter; thermal decomposition; tracer; Alkanes; Biodegradation; Carbon; Char; Charcoal; Forestry; Linoleic Acid; Lipids; Microbiology; Oleic Acid; Organic Compounds; Pinus Sylvestris; Plants; Soil; Lolium perenne; Pinus sylvestris; Secale cereale","Ministerio de Ciencia e InnovaciÃ³n, MICINN

Ministerio de Ciencia e InnovaciÃ³n, MICINN: CGL2009-10557","The European Science Foundation (ESF) within the framework “Natural molecular structures as drivers and tracers of terrestrial C fluxes” (MOLTER) and the International Humic Substances Society (IHSS) are gratefully thanked for enabling the stay of André Hilscher in Seville. Financial support was given by the Spanish Ministerio de Economiá y Compatibilidad (formerly: Ministerio de Ciencia e Innovación (MICINN)) ( CGL2009-10557 ).",Article,"Final",,Scopus,2-s2.0-84872787825
"Knight Jr. V.J.","7006611243;","Characterizing elite midden deposits at moundville",2004,"American Antiquity","69","2",,"304","321",,27,"10.2307/4128422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746113966&doi=10.2307%2f4128422&partnerID=40&md5=7907766b4837db4e49d1c8d1a509d1d1","Insufficient intention lias been paid to differences among elite archaeological contexts in middle-range or chiefdom societies. At Moundville, a major Mississippian center in Alabama, midden and feature-fill deposits attributed to elite behavior have been excavated in several areas. Deposits on Mounds Q and G dating to the Moundville II and 111 phases (ca. A.D. 1260-1450) are similar in that they incorporate abundant domestic debris associated with structures on mound summits. On both mounds, food remains show evidence of provisioning and the consumption of small-scale meats rather than feasting. However, the two contexts differ in the occurrence of evidence for skilled era fling and the display of human skeletal remains. At Mound Q, skilled crafling is abundantly attested, employing local and nonlocal raw materials. Display goods were routinely handled, and pigment processing and use were important. Burials were rarely made, but fragmentary human bone is scattered throughout, emphasizing portions of the skeleton consistent with display. In contrast, elite contexts on Mound G show little or no evidence ofcrafling, pigment use, and bone handling. Se haprestado limitada alencion a las diferencias entre los contextos arqueologicos de elite en las sociedades de rango medio o cacicales. En Moundville, iin centra mississipiense importante en Alabama, se lian excavado depositos culturales atribiii-dos a actividad de elite en varias areas. Los depositos en los Monticules QyG perlenecientes a lasfases Moundville II y III (ca. 1260-1450 d.C.) son semejantes plies incorporan abundantes desechos de actividades domeslicas asociados con estnic-turas en la pane superior de los monticiilos. En ambos monticules, los restos de alimenlos, plantas y animates, miiestran evi-dencias del abastecimiento y el consumo de comidas ocasionales en vez defeslines. Sin embargo, hay diferencias en estos dos contextos respecto a la ocurrencia de evidencias de artesani'as especialiwdas y de la exhibicion de restos oseos hiimanos. En elMonticulo Q, hay evidencias abundantes de artesanfas producidas tanto con malerias primas locales comofordneas. Fueron empleados objetos de ostentacion nitinariamente, yel procesamienloy usode pigmentosfue importante. Habi'a pocos enter-ramientos, pero se enciientranfragmentos de huesos hiimanos esparcidos par doquier, enfatiwndo porciones de los esquele-tos consistente con exhibicion. En contraste, en los contextos de elite en el Monticule G hay pocas evidencias de arlesam'as, liso depigmentos y manipiilacion de huesos.Copyright © 2004 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-33746113966
"Shillito L.-M., Matthews W.","25522881600;7102925338;","Geoarchaeological Investigations of Midden-Formation Processes in the Early to Late Ceramic Neolithic Levels at Çatalhöyük, Turkey ca. 8550-8370 cal BP",2013,"Geoarchaeology","28","1",,"25","49",,26,"10.1002/gea.21427","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870889751&doi=10.1002%2fgea.21427&partnerID=40&md5=f5907f5688ee1ab2e5c6908d1e4cad89","Anthropogenic midden deposits are remarkably well preserved at the Neolithic settlement of Çatalhöyük and provide significant archaeological information on the types and nature of activities occurring at the site. To decipher their complex stratigraphy and to investigate formation processes, a combination of geoarchaeological techniques was used. Deposits were investigated from the early ceramic to late Neolithic levels, targeting continuous sequences to examine high resolution and broader scale changes in deposition. Thin-section micromorphology combined with targeted phytolith and geochemical analyses indicates they are composed of a diverse range of ashes and other charred and siliceous plant materials, with inputs of decayed plants and organic matter, fecal waste, and sedimentary aggregates, each with diverse depositional pathways. Activities identified include in situ burning, with a range of different fuel types that may be associated with different activities. The complexity and heterogeneity of the midden deposits, and thus the necessity of employing an integrated microstratigraphic approach is demonstrated, as a prerequisite for cultural and palaeoenvironmental reconstructions. © 2012 Wiley Periodicals, Inc.",,,,,Article,"Final",,Scopus,2-s2.0-84870889751
"Misarti N., Finney B.P., Maschner H.","35113633600;7006341394;6603112504;","Reconstructing site organization in the eastern Aleutian Islands, Alaska using multi-element chemical analysis of soils",2011,"Journal of Archaeological Science","38","7",,"1441","1455",,24,"10.1016/j.jas.2011.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956089143&doi=10.1016%2fj.jas.2011.02.007&partnerID=40&md5=26db6985be57a673e23615a8f859829b","This study presents the results of multi-element analysis of weak-acid extractions of 953 soil samples collected by coring on and around pre-historic village sites on two islands, Sanak and Amaknak, in the eastern Aleutians. Concentrations of aluminum (Al), barium (Ba), calcium (Ca), iron (Fe), potassium (K), magnesium (Mg), manganese (Mn), phosphorus (P), strontium (Sr), titanium (Ti), and zinc (Zn) were determined using an inductively coupled plasma-mass spectrometer (ICP-MS). Resultant elemental signatures allow the identification of site features and organization in the absence of large-scale excavation. All the archeological sites showed similar and distinct chemical signatures regardless of the several thousand year date range of the sites or the length of time a site was occupied. However, intensity of occupation does appear to affect concentrations of elements. Site features such as houses, house berms, house floors and middens had distinct anthropogenic signatures and could be distinguished from one another. This approach may be used to identify sites that do not have distinct surface features and to target areas for excavation. © 2011 Elsevier Ltd.","Aleutian Islands; Anthropogenic signature; Arctic; ICP-MS; Soil analysis","archaeological evidence; chemical analysis; human activity; inductively coupled plasma method; reconstruction; soil analysis; soil chemistry; Alaska; Aleutian Islands; Amaknak Island; Fox Islands; Sanak Island; United States","National Science Foundation, NSF

National Science Foundation, NSF: OPP 0326584, 0817711, BE/CNH 0508101","This research was financially supported by National Science Foundation grants NSF OPP 0326584 , NSF BE/CNH 0508101 and NSF 0817711. We thank the Museum of the Aleutians for access to Amaknak Island soil samples. Soils collected from the Sanak Archipelago were collected on lands owned or managed by the Sanak Corporation and US Fish and Widlife. We greatly appreciate the village of King Cove, Alaska’s assistance with logistical support. In addition we thank the Pauloff Harbor Tribe and the Sanak Corporation who allowed us to survey and excavate on their land and delve into their history. We thank the Advanced Instrumentation Laboratory at the University of Alaska Fairbanks for their help, especially Karen Spaleta. We also would like to thank Mark Clark of the USDA for his help with new soil classifications. We of course thank the five anonymous reviewers for their input and guidance. We thank Andrea Krumhardt for laboratory help and Maribeth Murray for input on early version of the manuscript. We also thank Sean Mack and Amber Tews for their invaluable help collecting samples in the field.",Article,"Final",,Scopus,2-s2.0-79956089143
"Schmid E.-M., Knicker H., Bäumler R., Kögel-Knabner I.","57196798247;7004410125;6603869394;7004944025;","Chemical composition of the organic matter in neolithic soil material as revealed by CPMAS 13C NMR spectroscopy, polysaccharide analysis, and CuO oxidation",2001,"Soil Science","166","9",,"569","584",,22,"10.1097/00010694-200109000-00001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034756649&doi=10.1097%2f00010694-200109000-00001&partnerID=40&md5=820be85db5ef217887a23f0e09a942b6","The archaeological site in Murr, Upper Bavaria, was settled throughout the entire Neolithic period, between 5500 and 2700 BC. Various pits and a ditch found in the area are distinct from the surrounding loamy soil because of the dark brown color of their filling materials. Although several artifacts have been discovered, at the present stage of research neither the nature of the filling material nor the function of pits and the ditch are well understood. Thus, the organic matter composition of 30 filling layers from 11 Neolithic pits found in this settlement was investigated and compared with that of a nearby Luvisol profile and two A horizons from contemporary Phaeozems. All samples were subjected to C and N analysis, soil lightness measurements, solid-state 13C CPMAS nuclear magnetic resonance (NMR) spectroscopy, and polysaccharide and lignin analysis. The organic carbon contents are higher in the Neolithic samples than in the Luvisol horizons, but they are generally lower than in the A horizons of contemporary phaeozemic soils developed from loess. The Neolithic samples have a much higher intensity in darkness than do the surrounding Luvisol horizons. The organic carbon content of the Neolithic samples correlates with the lightness value. Solid-state 13C NMR measurements revealed that this correlation is primarily because of their aromatic C content, which is considerably higher in the Neolithic samples than in the contemporary soils. Small polysaccharide amounts and no lignin-derived phenols were found in the Neolithic samples. Thus, the organic material filling the Neolithic pits is significantly different in overall chemical composition from the surrounding soil. It represents a highly altered, highly aromatic material showing no evidence of lignin degradation products and probably deriving from non-soil origins.","Filling matrix; Lignin degradation products; Neolithic pits; Polysaccharide amounts; Soil color; Soil lightness measurements; Solid-state 13C CPMAS NMR spectroscopy","chemical composition; fill; Neolithic; nuclear magnetic resonance; organic matter; paleosol; Germany",,,Article,"Final",,Scopus,2-s2.0-0034756649
"Hopmans E.C., dos Santos R.A.L., Mets A., Sinninghe Damsté J.S., Schouten S.","35242215600;36437033200;8286221800;35518370600;7004985118;","A novel method for the rapid analysis of levoglucosan in soils and sediments",2013,"Organic Geochemistry","58",,,"86","88",,17,"10.1016/j.orggeochem.2013.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875859948&doi=10.1016%2fj.orggeochem.2013.02.003&partnerID=40&md5=158b1eaa7769074cbfbe3484c9f80357","We have developed a novel method, based on high performance liquid chromatography-mass spectrometry, for the rapid and quantitative analysis of levoglucosan in geological samples. Compared with existing methods, it does not require derivatization or extensive work up, and requires less sample material. Its validity is demonstrated by way of application to soil samples collected from a burned dune area and a late Quaternary marine sediment. © 2013 Elsevier Ltd.",,"Derivatizations; Geological samples; High performance liquid chromatography-mass spectrometries; Late quaternary; Levoglucosan; Marine sediments; Rapid analysis; Soils and sediments; High performance liquid chromatography; Submarine geology; Sediments; chemical analysis; dune; liquid chromatography; marine sediment; mass spectrometry; organic compound; quantitative analysis; Quaternary; soil analysis","European Research Council, ERC

Nederlandse Organisatie voor Wetenschappelijk Onderzoek, NWO

European Research Council, ERC","The Netherlands Organization for Scientific Research (NWO) is thanked for financial support through a VICI grant to S.S. The research leading to the results has partially received funding from the European Research Council under the European Union’s Seventh Framework Program (FP7/2007-2013)/ERC grant agreement No. [226600]. We thank the two anonymous reviewers for constructive comments.",Article,"Final",,Scopus,2-s2.0-84875859948
"Eberl M., Álvarez M., Terry R.E.","7004514481;37065702700;7202320006;","Chemical signatures of middens at a late classic maya residential complex, guatemala",2012,"Geoarchaeology","27","5",,"426","440",,17,"10.1002/gea.21415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864812826&doi=10.1002%2fgea.21415&partnerID=40&md5=2743111d0f373f0a6aa27606257aa54d","Phosphorus (P) and other chemical elements have been used to identify residential middens at archaeological sites. This study discusses the relationship of soil chemical elements and middens at Group Chispa, a Late Classic residential complex at a commoner village in the Maya lowlands. The complex was extensively excavated and soil sampled. Ceramic sherd densities, which serve as a proxy for artifact densities, correlate only partially with phosphorus and other chemical elements. One of the three middens in Group Chispa coincides with the highest concentration of P while the two others-including the most extensive one-have medium to low P levels. A spectrum of human activities that include the preparation of pigments explains the nontraditional distribution of chemical elements. High P levels remain useful to detect middens but they provide an incomplete picture and need to be contextualized by comprehensive archaeological data. © 2012 Wiley Periodicals, Inc.",,,,,Article,"Final",,Scopus,2-s2.0-84864812826
"Beck M.E.","15025767300;","Midden formation and intrasite chemical patterning in Kalinga, Philippines",2007,"Geoarchaeology","22","4",,"453","475",,17,"10.1002/gea.20161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247111530&doi=10.1002%2fgea.20161&partnerID=40&md5=83b6f1d714c942fe9b2878ca0773caed","Middens are surprisingly fluid entities in occupied communities, as shown by ethnoarchaeological research in Dalupa, Kalinga Province, northern Luzon, the Philippines. This study combines ethnoarchaeological observations of midden formation and disturbance in Dalupa with data from soils and sediments in natural, habitation, and midden contexts, including elemental data for 80 samples collected using inductively coupled plasma-atomic emission spectroscopy. Most surface samples from habitation areas cluster with midden samples, although samples from the lower parts of theses profiles resemble samples from natural contexts around Dalupa. One explanation is a changing spatial distribution of active middens due to changes in house placement and occupation in Dalupa's history. Some habitation areas that chemically resemble middens may once have held middens, as suggested by the periodic changes in midden location from the cleaning and management of extramural space. Surface scatters of human and animal refuse throughout the habitation area may also contribute to this pattern. © 2007 Wiley Periodicals, Inc.",,,,,Article,"Final",,Scopus,2-s2.0-34247111530
"Boone J.L.","57204899248;","Defining and measuring midden catchment",1987,"American Antiquity","52","2",,"336","345",,13,"10.2307/281785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847263781&doi=10.2307%2f281785&partnerID=40&md5=7e0442fe706756e8b42e37cdd15000e7","The settlement area that encompasses all the refuse-generating activities that contribute to a single midden may be referred to as a midden's ""catchment."" Two related issues are explored with respect to the problem of measuring midden catchment: 1) the relation between settlement density, midden size, and distribution, and midden catchment; and 2) the relation between the heterogeneity of a midden's contents and its catchment. © Copyright Society for American Archaeology 1987.",,,,,Article,"Final",,Scopus,2-s2.0-33847263781
"Perttula T.K.","6508386711;","The prehistoric and caddoan archeology of the Northeastern Texas Pineywoods",2004,"Prehistory of Texas",,,,"370","407",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749114590&partnerID=40&md5=8641911be2801578a568699a75755ba7","Since the 1950s, a great deal has been learned by a dedicated group of avocational and professional archeologists about the prehistory of this part of northeastern Texas, particularly regarding the last one thousand to two thousand years, when the ancestors of the Caddo Tribe of Oklahoma are known to have settled in the area and thrived (Carter 1995; F. Smith 1995). The knowledge gained about the native American past in the region, about the challenges faced during times of prehistoric cultural change, and during the wrenching episode (still ongoing) of contact and interaction between the Caddo peoples and European and Anglo- American colonizers and settlers (Perttula 1998b) helps to make ""native history"" an integral part of-rather than a footnote to-the ongoing study of Texas' cultural heritage. While there is every reason to think that our knowledge of northeastern Texas prehistory will continue to grow by leaps and bounds, there are tremendous research and preservation challenges ahead for each prehistoric era. On a mundane level, it is important that we continually cast a critical and discerning eye at our research priorities for prehistoric and Caddoan archeological sites, the value of our methodological approaches, and the worth of our cultural resource management planning documents. From the innovative use of these tools come the new perspectives and conceptions that lead to a broader understanding of the past. Changes in research strategies are critical, but in northeastern Texas they are, unfortunately, only part of the archeological story. Of the utmost concern for the long-term protection and preservation of the region's priceless archeological heritage is dealing directly with the unabated looting and vandalism of prehistoric Caddo villages and cemeteries-on private as well as state and federal lands (Perttula and Nelson 1999). The archeological landscape is pitted and pocked with the looter's holes and backdirt piles. Many of the most important archeological sites in the region have been irretrievably damaged and destroyed, and it is questionable that the looting frenzy can be quelled even should an unmarked burial protection bill ever be made law in Texas; the situation is not much better in Arkansas, Louisiana, or Oklahoma. The cultural patrimony of the Caddo peoples is being taken from them, with almost no hand being lifted to help protect these significant cultural treasures. This challenge is our greatest in the years ahead: to find a way, in concert with the Caddo people, to protect and preserve this cultural legacy: ""In 1541 when the Spaniards arrived, every place in the Caddo country had, of course, a Caddo name but almost all of those names are gone now, like the people who bestowed them"" (Schambach 1993, 7). Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,,Book Chapter,"Final",,Scopus,2-s2.0-43749114590
"Hays C.T., Weinstein R.A.","","Tchefuncte and Early Woodland",2010,"Archaeology of Louisiana",,,,"97","119",,9,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84942616647
"Jackson H.K., Scott S.L., Schambach F.F.","24528315000;55415718000;14422859900;","At the house of the priest: Faunal remains from the Crenshaw site (3MI6), Southwest Arkansas",2012,"The Archaeology of the Caddo",,,,"47","85",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897493732&partnerID=40&md5=c8e8de56baf887a2f28243d4cd4ab3ee",[No abstract available],,,,,Book Chapter,"Final",,Scopus,2-s2.0-84897493732
"McKee A., Frederick C.D., Perttula T.K., Selden R.Z., Bush L., Kemp L., Gregory B., Yost C., Ferguson J.R., Glascock M.D., Tomka S., Cecil L., Masiello C., Gao X., Goodmaster C., Beasley V.","","Data recovery investigations: Murvaul Creek site (41PN175), Panola County, Texas (draft)",2014,"Miscellaneous Reports of Investigations Number 598",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84956659953
"Bateman M.D.","",[No title available],2012,"Quartz Optical Dating Report, 18 July 2012, 41PN175, East Texas",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84956634116
